Date,Open,High,Low,Close,Adj Close,Volume
2012-12-01,33.340000,35.820000,33.080002,35.299999,32.063709,730436800
2013-01-01,36.290001,38.049999,34.560001,37.830002,34.361767,375715700
2013-02-01,38.189999,39.900002,36.680000,38.009998,34.525253,389249700
2013-03-01,37.459999,39.790001,37.150002,38.820000,35.260994,284671500
2013-04-01,38.799999,42.660000,36.900002,41.419998,37.622627,378634600
2013-05-01,42.000000,46.459999,41.119999,44.459999,40.383926,382899100
2013-06-01,44.680000,46.450001,41.529999,44.700001,40.601917,372093400
2013-07-01,44.820000,47.680000,44.169998,45.509998,41.337658,229156700
2013-08-01,46.020000,49.500000,45.939999,46.459999,42.200550,243053000
2013-09-01,47.099998,50.990002,47.040001,48.630001,44.171631,180145300
2013-10-01,48.520000,53.330002,47.180000,51.650002,47.010311,181848000
2013-11-01,48.669998,50.400002,47.110001,49.750000,45.280994,255719900
2013-12-01,49.770000,51.470001,48.029999,51.049999,46.464214,186802600
2014-01-01,50.810001,52.470001,46.810001,47.959999,43.739780,197538800
2014-02-01,48.000000,50.430000,46.799999,49.770000,45.390507,214279500
2014-03-01,49.130001,51.860001,48.270000,50.009998,45.609383,184752500
2014-04-01,50.320000,53.200001,48.950001,53.130001,48.573292,175757600
2014-05-01,53.020000,54.310001,50.189999,54.070000,49.432678,173192500
2014-06-01,54.160000,56.000000,53.669998,54.580002,49.898933,148268300
2014-07-01,54.990002,55.990002,51.900002,51.980000,47.630268,132611300
2014-08-01,51.820000,56.310001,51.610001,56.060001,51.368862,170056000
2014-09-01,56.290001,56.560001,53.509998,54.020000,49.499573,151051000
2014-10-01,54.040001,54.099998,48.560001,53.570000,49.198383,249574900
2014-11-01,53.790001,55.189999,52.900002,54.799999,50.328003,140643200
2014-12-01,54.560001,56.790001,52.849998,56.009998,51.439266,155006400
2015-01-01,56.529999,56.599998,48.680000,48.869999,44.985237,199418500
2015-02-01,49.029999,55.610001,49.009998,55.330002,50.931725,189321900
2015-03-01,55.330002,56.689999,53.919998,54.790001,50.434654,166520200
2015-04-01,54.610001,58.730000,54.230000,56.290001,51.931114,149679200
2015-05-01,56.900002,60.700001,56.799999,58.610001,54.071453,131107100
2015-06-01,58.910000,63.700001,58.330002,61.820000,57.032875,200104300
2015-07-01,62.759998,64.930000,60.849998,64.120003,59.278980,128150500
2015-08-01,64.230003,64.709999,54.000000,60.340000,55.784363,212210400
2015-09-01,58.970001,60.090000,55.299999,56.820000,52.530121,158898900
2015-10-01,57.189999,64.000000,55.240002,63.060001,58.579250,157250000
2015-11-01,63.439999,64.199997,59.040001,63.580002,59.062298,201041800
2015-12-01,63.889999,64.309998,57.939999,61.970001,57.566689,197248900
2016-01-01,60.660000,61.070000,53.490002,56.480000,52.699162,201166700
2016-02-01,55.820000,56.820000,50.200001,50.200001,46.839554,232998900
2016-03-01,50.630001,54.900002,50.389999,54.049999,50.431831,171448800
2016-04-01,53.860001,56.910000,52.810001,55.820000,52.408413,128550500
2016-05-01,56.380001,58.590000,54.380001,57.880001,54.342518,152708400
2016-06-01,57.880001,57.900002,48.410000,52.889999,49.657494,162600900
2016-07-01,52.650002,54.919998,50.200001,54.439999,51.401741,104184700
2016-08-01,54.459999,59.889999,53.930000,59.830002,56.490925,112792700
2016-09-01,59.910000,59.990002,57.540001,59.340000,56.028278,146880400
2016-10-01,59.189999,62.029999,58.490002,61.700001,58.574299,109328200
2016-11-01,61.770000,64.720001,57.349998,63.330002,60.121731,163000900
2016-12-01,63.660000,67.029999,63.599998,65.309998,62.001415,110659900
2017-01-01,65.949997,67.470001,64.019997,64.260002,61.310123,111265400
2017-02-01,64.750000,66.930000,60.410000,63.919998,60.985722,154471900
2017-03-01,64.730003,64.900002,59.889999,62.430000,59.564125,158646700
2017-04-01,62.430000,62.770000,58.709999,60.910000,58.410213,120557500
2017-05-01,61.189999,64.320000,60.919998,63.630001,61.018581,185054400
2017-06-01,63.810001,64.529999,62.279999,62.520000,59.954140,107734000
2017-07-01,62.820000,66.029999,62.459999,65.449997,63.078388,76782500
2017-08-01,65.730003,67.300003,60.020000,60.480000,58.288483,109000600
2017-09-01,60.580002,61.880001,57.900002,61.389999,59.165508,120633500
2017-10-01,61.720001,65.550003,61.000000,64.610001,62.598625,101345400
2017-11-01,64.919998,65.300003,58.520000,60.060001,58.190273,177095600
2017-12-01,60.070000,60.669998,57.849998,59.580002,57.725216,88703300
